time,tmin,tmax,tavg,prcp,llueve
2025-09-21,7.0,18.8,14.3,0.8,1
2025-09-22,6.0,21.0,13.1,0.0,0
2025-09-23,7.0,24.0,15.6,0.0,0
2025-09-24,6.0,23.0,15.1,0.0,0
2025-09-25,10.0,24.0,17.2,0.0,0
2025-09-26,12.0,26.0,19.2,2.4,1
2025-09-27,9.0,20.0,14.9,6.7,1
2025-09-28,6.0,26.0,15.6,0.0,0
2025-09-29,9.0,26.0,17.9,0.0,0
2025-09-30,12.0,23.0,17.3,0.0,0
2025-10-01,11.0,23.0,16.7,2.4,1
2025-10-02,8.0,26.0,17.7,0.0,0
2025-10-03,13.0,30.0,21.6,0.0,0
2025-10-04,19.0,34.0,26.0,0.0,0
2025-10-05,12.0,22.0,18.0,0.0,0
2025-10-06,5.0,20.0,12.8,0.0,0
2025-10-07,4.0,25.0,15.2,0.0,0
2025-10-08,10.0,27.0,18.5,0.0,0
2025-10-09,9.0,30.0,20.5,0.0,0
2025-10-10,8.0,33.0,21.9,0.0,0
2025-10-11,14.0,34.0,22.7,0.0,0
2025-10-12,11.0,25.0,18.4,0.0,0
2025-10-13,7.0,28.0,17.5,0.0,0
2025-10-14,10.0,29.0,20.6,0.0,0
2025-10-15,10.0,31.2,21.5,0.0,0
2025-10-16,15.9,23.4,19.5,4.1,1
